engine_id,predicted_RUL,true_RUL,imminent_failure_flag,top_sensors,top_subsystems
11,62.62820053100586,97,False,"[('sensor_8', 0.09525439807675101), ('sensor_11', 0.08882007636235834), ('sensor_12', 0.08600635732523643), ('sensor_13', 0.07948809214699337), ('sensor_4', 0.07936232446609255)]","[('High-Pressure Turbine (HPT)', 0.21651793435647285), ('High-Pressure Compressor (HPC)', 0.1646063434134803), ('Combustion Chamber', 0.12292238511148879), ('Overall Inlet', 0.12267180214972986), ('Fan inlet pressure (psia)', 0.12260983145180629)]"
12,67.39822387695312,124,False,"[('sensor_12', 0.10967226460349351), ('sensor_20', 0.09327678284273273), ('sensor_7', 0.08282532781401195), ('sensor_9', 0.07910230154919841), ('sensor_14', 0.07402739802823173)]","[('Fan', 0.21009349567249408), ('High-Pressure Turbine (HPT)', 0.15941925892088618), ('Overall Inlet', 0.12397507749482213), ('Fan inlet pressure (psia)', 0.12390232349451644), ('Low-Pressure Compressor (LPC)', 0.10979097681244764)]"
13,69.75472259521484,95,False,"[('sensor_12', 0.09857641689454459), ('sensor_20', 0.0969035021948059), ('sensor_7', 0.09109645367969614), ('sensor_4', 0.08293724790417312), ('sensor_14', 0.0733139323513896)]","[('High-Pressure Turbine (HPT)', 0.1936395488353515), ('Fan', 0.19186833641562578), ('Overall Inlet', 0.13486519646901002), ('Fan inlet pressure (psia)', 0.13478809991443916), ('Low-Pressure Compressor (LPC)', 0.09872171613318753)]"
14,114.80412292480469,107,False,"[('sensor_11', 0.08869122671557834), ('sensor_13', 0.08335938047410398), ('sensor_4', 0.08056026780195742), ('sensor_12', 0.07898318366439191), ('sensor_8', 0.0784530858031937)]","[('High-Pressure Turbine (HPT)', 0.2333777319589752), ('High-Pressure Compressor (HPC)', 0.13451614390934719), ('Combustion Chamber', 0.132330027464016), ('Overall Inlet', 0.12951645969119355), ('Fan inlet pressure (psia)', 0.12944104330996722)]"
15,76.96492767333984,83,False,"[('sensor_12', 0.12073038688619263), ('sensor_20', 0.0938125086233438), ('sensor_6', 0.07510136340259467), ('sensor_21', 0.07250504772899183), ('sensor_7', 0.07223500642169013)]","[('High-Pressure Turbine (HPT)', 0.19245645479871826), ('Fan', 0.13158728828655705), ('Overall Inlet', 0.12513246719178356), ('Fan inlet pressure (psia)', 0.1250521440323094), ('Low-Pressure Compressor (LPC)', 0.12086393773014524)]"
16,69.0502700805664,84,False,"[('sensor_20', 0.11015303665196949), ('sensor_12', 0.0982942620125411), ('sensor_7', 0.07979153112146715), ('sensor_6', 0.07290556506037801), ('sensor_11', 0.06332217231627935)]","[('Fan', 0.17198176791494027), ('High-Pressure Turbine (HPT)', 0.16374858116080565), ('Overall Inlet', 0.1281389099692158), ('Fan inlet pressure (psia)', 0.12803860265200723), ('Overall Engine System', 0.11033735225374222)]"
17,47.151981353759766,50,False,"[('sensor_9', 0.15793230200773456), ('sensor_14', 0.1527976549073499), ('sensor_12', 0.08286132999093), ('sensor_20', 0.07425723534737984), ('sensor_7', 0.0700442685039292)]","[('Fan', 0.3555588123935219), ('Corrected fan speed (rpm)', 0.15793230200773456), ('Physical fan speed (rpm)', 0.1527976549073499), ('High-Pressure Turbine (HPT)', 0.13728784646414013), ('Combustion Chamber', 0.0992140917120006)]"
18,21.764677047729492,28,True,"[('sensor_12', 0.09564205726074303), ('sensor_4', 0.08868044198640049), ('sensor_13', 0.08102956237858952), ('sensor_7', 0.08052382486033123), ('sensor_11', 0.07696132582617352)]","[('High-Pressure Turbine (HPT)', 0.2214299196138592), ('Fan', 0.14359531153312488), ('Overall Inlet', 0.13744281375097792), ('Fan inlet pressure (psia)', 0.13739889941779043), ('Combustion Chamber', 0.12185508731886202)]"
19,78.22162628173828,87,False,"[('sensor_12', 0.12626758808816557), ('sensor_20', 0.08828213766871854), ('sensor_7', 0.08265270315803146), ('sensor_13', 0.06735703369332509), ('sensor_11', 0.06285177235702047)]","[('High-Pressure Turbine (HPT)', 0.17571860899285302), ('Fan', 0.15149396797158857), ('Overall Inlet', 0.13425216521591582), ('Fan inlet pressure (psia)', 0.13419622664442835), ('Low-Pressure Compressor (LPC)', 0.12640407447064483)]"
20,12.801257133483887,16,True,"[('sensor_4', 0.09452564033163961), ('sensor_11', 0.09137488676441828), ('sensor_13', 0.08633140690163256), ('sensor_8', 0.0827377413980755), ('sensor_15', 0.0779084052189795)]","[('High-Pressure Turbine (HPT)', 0.23234610110874446), ('Combustion Chamber', 0.16474128105190608), ('High-Pressure Compressor (HPC)', 0.11661170236148692), ('Overall Inlet', 0.11544877568519932), ('Fan inlet pressure (psia)', 0.11537993445699671)]"
21,52.20844650268555,57,False,"[('sensor_9', 0.14468575831936237), ('sensor_14', 0.12050501463905705), ('sensor_12', 0.10802150337158752), ('sensor_20', 0.10052245604044573), ('sensor_7', 0.06667587719615412)]","[('Fan', 0.32245675243838257), ('Corrected fan speed (rpm)', 0.14468575831936237), ('High-Pressure Turbine (HPT)', 0.1313448163593698), ('Physical fan speed (rpm)', 0.12050501463905705), ('Low-Pressure Compressor (LPC)', 0.10812145498865981)]"
22,121.21430206298828,111,False,"[('sensor_12', 0.10284960176231554), ('sensor_6', 0.08227116551479983), ('sensor_20', 0.07785081281119471), ('sensor_8', 0.0745908698258083), ('sensor_13', 0.06654233572505895)]","[('High-Pressure Turbine (HPT)', 0.18732274758089296), ('High-Pressure Compressor (HPC)', 0.12475549975036201), ('Overall Inlet', 0.12282083196840818), ('Fan inlet pressure (psia)', 0.12273752166153226), ('Fan', 0.12179412301253922)]"
23,107.98384857177734,113,False,"[('sensor_12', 0.12014017218762252), ('sensor_20', 0.09451019907716879), ('sensor_6', 0.09017372511618063), ('op_setting_1', 0.08349133428756689), ('sensor_7', 0.07119742861565723)]","[('Fan', 0.14761078570585315), ('High-Pressure Turbine (HPT)', 0.14718883262531507), ('Unknown', 0.14632439909865616), ('Overall Inlet', 0.1318940474882101), ('Fan inlet pressure (psia)', 0.13180996612112156)]"
24,9.192051887512207,20,True,"[('sensor_9', 0.23332842701922915), ('sensor_14', 0.20557751338591748), ('sensor_12', 0.061861275181763084), ('sensor_20', 0.05944122705763079), ('sensor_17', 0.055926812794039396)]","[('Fan', 0.48264420829671895), ('Corrected fan speed (rpm)', 0.23332842701922915), ('Physical fan speed (rpm)', 0.20557751338591748), ('High-Pressure Turbine (HPT)', 0.10497065595936289), ('Combustion Chamber', 0.08523515723137572)]"
25,114.00379180908203,145,False,"[('sensor_12', 0.11386576566930451), ('sensor_20', 0.10215703183906215), ('sensor_7', 0.0910467317187258), ('sensor_6', 0.0802490972050517), ('sensor_13', 0.06387068055595752)]","[('High-Pressure Turbine (HPT)', 0.1708182265948799), ('Overall Inlet', 0.14453856465913584), ('Fan inlet pressure (psia)', 0.1444556935233402), ('Fan', 0.1380949194359637), ('Low-Pressure Compressor (LPC)', 0.11401737843398789)]"
26,112.96975708007812,119,False,"[('sensor_12', 0.13543986386640955), ('sensor_20', 0.08672871144910235), ('sensor_9', 0.07584652948643092), ('op_setting_1', 0.0751592285159701), ('sensor_7', 0.07430658496836076)]","[('Fan', 0.18134000686012336), ('High-Pressure Turbine (HPT)', 0.14596146096749968), ('Unknown', 0.13958174239070142), ('Low-Pressure Compressor (LPC)', 0.13562120601689057), ('LPC outlet temperature (corrected)', 0.13543986386640955)]"
27,106.49138641357422,66,False,"[('sensor_12', 0.1033652121119486), ('sensor_20', 0.09201746489282844), ('sensor_6', 0.07560002246564353), ('sensor_8', 0.07068722932702878), ('sensor_7', 0.07005169237789388)]","[('High-Pressure Turbine (HPT)', 0.19112202084424623), ('High-Pressure Compressor (HPC)', 0.13468656404518753), ('Fan', 0.13255045720637776), ('Overall Inlet', 0.13077599212625501), ('Fan inlet pressure (psia)', 0.1307175019645699)]"
28,118.26177215576172,97,False,"[('sensor_6', 0.08937160271646524), ('sensor_4', 0.08880892003583668), ('sensor_11', 0.0822719471451772), ('sensor_12', 0.07741291156112544), ('sensor_13', 0.06808773572897436)]","[('High-Pressure Turbine (HPT)', 0.21323586572497424), ('Fan', 0.1840513386612254), ('Combustion Chamber', 0.1274522133646182), ('Unknown', 0.10953723922217973), ('High-Pressure Compressor (HPC)', 0.09254453544473579)]"
29,65.28215789794922,90,False,"[('sensor_12', 0.09826683293375833), ('sensor_20', 0.08458411917293662), ('sensor_14', 0.08082243681589282), ('sensor_7', 0.07745805972165214), ('sensor_9', 0.07306356018952861)]","[('Fan', 0.2124998801684226), ('High-Pressure Turbine (HPT)', 0.16838228095441665), ('Overall Inlet', 0.12360971682440855), ('Fan inlet pressure (psia)', 0.12354226274439686), ('High-Pressure Compressor (HPC)', 0.09995620808101108)]"
30,106.14466857910156,115,False,"[('sensor_6', 0.0913505843886282), ('sensor_11', 0.08856629409050776), ('sensor_4', 0.0868402158961967), ('sensor_13', 0.07261459402586214), ('sensor_12', 0.0676914961945052)]","[('High-Pressure Turbine (HPT)', 0.19879956514801647), ('Fan', 0.15077954266345384), ('Combustion Chamber', 0.1307417371416532), ('High-Pressure Compressor (HPC)', 0.1307365060711519), ('Overall Inlet', 0.10988894105684326)]"
31,5.330626487731934,8,True,"[('sensor_15', 0.10012657990959735), ('sensor_4', 0.09451057269330485), ('sensor_11', 0.09435077553083944), ('sensor_17', 0.07625647240052572), ('sensor_8', 0.07418351513075822)]","[('High-Pressure Turbine (HPT)', 0.21098432664190025), ('Combustion Chamber', 0.17060724793136517), ('Fan', 0.1326778964398283), ('High-Pressure Compressor (HPC)', 0.11607063559717831), ('Overall Inlet', 0.10082368764905333)]"
32,39.88093948364258,48,False,"[('sensor_9', 0.1742784239091056), ('sensor_14', 0.15190930193835345), ('sensor_12', 0.09066295585236682), ('sensor_20', 0.07890554510944234), ('sensor_7', 0.06804953961184473)]","[('Fan', 0.36805160404373066), ('Corrected fan speed (rpm)', 0.1742784239091056), ('Physical fan speed (rpm)', 0.15190930193835345), ('High-Pressure Turbine (HPT)', 0.1183745883695044), ('Overall Inlet', 0.09433700780423943)]"
33,77.56148529052734,106,False,"[('sensor_12', 0.07748522475227519), ('sensor_11', 0.0765488749486851), ('sensor_13', 0.06959744028076467), ('sensor_15', 0.06866014597926322), ('sensor_7', 0.06776745695718685)]","[('High-Pressure Turbine (HPT)', 0.1927251398721337), ('Fan', 0.1588175388490394), ('Overall Inlet', 0.12182708863383193), ('Fan inlet pressure (psia)', 0.12176217357243259), ('Combustion Chamber', 0.11732064450165727)]"
34,1.7062909603118896,7,True,"[('sensor_11', 0.11310203337333342), ('sensor_4', 0.0940402577964732), ('sensor_8', 0.08598854855222135), ('sensor_13', 0.08272487336567917), ('sensor_15', 0.07826830555564754)]","[('High-Pressure Turbine (HPT)', 0.241818724885623), ('Combustion Chamber', 0.1873227763565838), ('High-Pressure Compressor (HPC)', 0.12089247723077047), ('Overall Inlet', 0.11750410875570491), ('Fan inlet pressure (psia)', 0.11744538382527173)]"
35,4.815253257751465,11,True,"[('sensor_15', 0.10807491813427712), ('sensor_4', 0.10695403431427217), ('sensor_11', 0.09752333436712188), ('sensor_8', 0.08217232062838613), ('sensor_17', 0.07850088436328338)]","[('High-Pressure Turbine (HPT)', 0.23262504973068837), ('Combustion Chamber', 0.17602421873040525), ('High-Pressure Compressor (HPC)', 0.12673272178295167), ('Fan', 0.1124774685683761), ('Physical core engine speed (rpm)', 0.10807491813427712)]"
36,17.29353904724121,19,True,"[('sensor_4', 0.10558392666317507), ('sensor_17', 0.09583896942958842), ('sensor_15', 0.0951170422601584), ('sensor_11', 0.09094609234553006), ('sensor_8', 0.09012171078910737)]","[('High-Pressure Turbine (HPT)', 0.2290163895890666), ('Combustion Chamber', 0.18678506177511847), ('High-Pressure Compressor (HPC)', 0.12267540147639959), ('Overall Inlet', 0.10955813507818134), ('Fan inlet pressure (psia)', 0.10949640277166428)]"
37,12.690603256225586,21,True,"[('sensor_8', 0.09760625512700942), ('sensor_12', 0.09324750344669623), ('sensor_13', 0.0890804170251936), ('sensor_4', 0.08537973088214999), ('sensor_11', 0.08491595213353084)]","[('High-Pressure Turbine (HPT)', 0.23071962109655333), ('Combustion Chamber', 0.1345212950354624), ('Overall Inlet', 0.1344603168210493), ('Fan inlet pressure (psia)', 0.13440856365871642), ('High-Pressure Compressor (HPC)', 0.1340654714645657)]"
38,51.43691635131836,50,False,"[('sensor_11', 0.08366738360465832), ('sensor_15', 0.08091861585850801), ('sensor_4', 0.08013205311848609), ('sensor_14', 0.07592323431043954), ('sensor_20', 0.07251202072194818)]","[('Fan', 0.20338282196937157), ('High-Pressure Turbine (HPT)', 0.17460436421627462), ('Combustion Chamber', 0.14683580680181557), ('Overall Inlet', 0.11134246211335844), ('Fan inlet pressure (psia)', 0.11127800067642019)]"
39,121.0915298461914,142,False,"[('sensor_20', 0.11016475595613084), ('sensor_7', 0.09826787487594618), ('sensor_12', 0.09084842119664911), ('op_setting_1', 0.08597277230943152), ('sensor_6', 0.08221498707447311)]","[('Fan', 0.16871847610162144), ('Unknown', 0.16672566064196495), ('High-Pressure Turbine (HPT)', 0.14405333558209082), ('Overall Inlet', 0.1384201765493674), ('Fan inlet pressure (psia)', 0.13830900113816708)]"
40,27.46002769470215,28,True,"[('sensor_4', 0.08872102605949782), ('sensor_11', 0.08607183843788598), ('sensor_13', 0.08449339525160429), ('sensor_17', 0.08421996991706414), ('sensor_15', 0.08171870295171228)]","[('High-Pressure Turbine (HPT)', 0.22765299152865012), ('Combustion Chamber', 0.1702918083549501), ('Fan', 0.12586867831898207), ('High-Pressure Compressor (HPC)', 0.11496419716945824), ('Overall Inlet', 0.1106322322586475)]"
41,10.904041290283203,18,True,"[('sensor_8', 0.09916433657376168), ('sensor_11', 0.09542346791339251), ('sensor_12', 0.09164965239631703), ('sensor_13', 0.09120062232459733), ('sensor_4', 0.08060378198448552)]","[('High-Pressure Turbine (HPT)', 0.22455640148348455), ('Combustion Chamber', 0.14210880415758992), ('High-Pressure Compressor (HPC)', 0.13821078495291653), ('Overall Inlet', 0.12708924886084882), ('Fan inlet pressure (psia)', 0.1270257290246346)]"
42,3.8713810443878174,10,True,"[('sensor_8', 0.10357853828778345), ('sensor_13', 0.09528758526156515), ('sensor_11', 0.09334197156849984), ('sensor_4', 0.08762005607941702), ('sensor_12', 0.0836144225043483)]","[('High-Pressure Turbine (HPT)', 0.2563010344634437), ('Combustion Chamber', 0.16066121712214992), ('High-Pressure Compressor (HPC)', 0.1369662569997218), ('Overall Inlet', 0.11544827805660474), ('Fan inlet pressure (psia)', 0.11540680889088306)]"
43,66.67919158935547,59,False,"[('sensor_13', 0.08404578021803966), ('sensor_7', 0.08113544064380472), ('sensor_12', 0.08073314960512651), ('sensor_4', 0.07692145971419122), ('sensor_20', 0.07225806862860189)]","[('High-Pressure Turbine (HPT)', 0.20326576877358626), ('Overall Inlet', 0.14645790848591356), ('Fan inlet pressure (psia)', 0.1464063414289759), ('Fan', 0.1367439606837889), ('Combustion Chamber', 0.13174527765468788)]"
44,115.88973999023438,109,False,"[('sensor_12', 0.10503678143366064), ('sensor_7', 0.08678924164147439), ('sensor_20', 0.07617929532104145), ('op_setting_1', 0.07339602236229222), ('sensor_3', 0.07215246851072621)]","[('High-Pressure Turbine (HPT)', 0.17334992364736526), ('Overall Inlet', 0.1333173321181912), ('Fan inlet pressure (psia)', 0.1332353237942378), ('High-Pressure Compressor (HPC)', 0.13207340421064526), ('Fan', 0.13148452880385259)]"
45,63.89086151123047,114,False,"[('sensor_12', 0.08141266481250117), ('sensor_6', 0.078683463033424), ('sensor_13', 0.07512372448202112), ('sensor_4', 0.07501758454665046), ('sensor_11', 0.07117590890058459)]","[('High-Pressure Turbine (HPT)', 0.19323599204231595), ('Fan', 0.17776069030255098), ('Overall Inlet', 0.12198652813633837), ('Fan inlet pressure (psia)', 0.12193946975538916), ('Combustion Chamber', 0.12177953477135497)]"
46,38.77641296386719,47,False,"[('sensor_14', 0.10907625281347262), ('sensor_9', 0.09466419992697539), ('sensor_7', 0.08655689519343275), ('sensor_12', 0.08005526485561985), ('sensor_4', 0.07883008267505787)]","[('Fan', 0.24236652690572047), ('High-Pressure Turbine (HPT)', 0.1764295393810871), ('Combustion Chamber', 0.12627391595332105), ('Overall Inlet', 0.1175162562131159), ('Fan inlet pressure (psia)', 0.1174405443354115)]"
47,86.16024017333984,135,False,"[('sensor_13', 0.09162435927395293), ('sensor_11', 0.08878625192250436), ('sensor_8', 0.08616047304802171), ('sensor_6', 0.07950627179621765), ('sensor_4', 0.07558574036150592)]","[('High-Pressure Turbine (HPT)', 0.2126607214920586), ('High-Pressure Compressor (HPC)', 0.14582075347893433), ('Combustion Chamber', 0.12735328009647073), ('Overall Inlet', 0.12731663483046873), ('Fan inlet pressure (psia)', 0.1272405423029227)]"
48,94.05106353759766,92,False,"[('sensor_12', 0.09859637911247794), ('sensor_20', 0.08657078669554735), ('sensor_21', 0.08040455303255777), ('sensor_7', 0.07601153207963322), ('sensor_6', 0.06877820005829045)]","[('High-Pressure Turbine (HPT)', 0.2168124861804126), ('Fan', 0.14569280943121027), ('Overall Inlet', 0.12923637631121673), ('Fan inlet pressure (psia)', 0.12916883196118456), ('Unknown', 0.10231349461080656)]"
49,9.658809661865234,21,True,"[('sensor_11', 0.10056245886092462), ('sensor_8', 0.09856476550817439), ('sensor_4', 0.09457548170323517), ('sensor_15', 0.08641561079581077), ('sensor_17', 0.07865665691525192)]","[('High-Pressure Turbine (HPT)', 0.2232031193421682), ('Combustion Chamber', 0.17921911577617655), ('High-Pressure Compressor (HPC)', 0.1323879722229782), ('Overall Inlet', 0.11569128334504986), ('Fan inlet pressure (psia)', 0.11565153138785028)]"
50,69.98412322998047,79,False,"[('sensor_12', 0.12093548235089827), ('sensor_20', 0.09690533015894894), ('sensor_7', 0.07900759756895227), ('sensor_6', 0.07130332727957202), ('op_setting_1', 0.06442689842092188)]","[('Fan', 0.17686478021455687), ('High-Pressure Turbine (HPT)', 0.1547122280151896), ('Overall Inlet', 0.13462866875758348), ('Fan inlet pressure (psia)', 0.13456014221838336), ('Low-Pressure Compressor (LPC)', 0.12107545389810609)]"
51,119.4067153930664,114,False,"[('sensor_12', 0.10344657462049732), ('sensor_6', 0.08559678615971698), ('sensor_4', 0.07365211451049142), ('sensor_20', 0.07284972635631537), ('sensor_13', 0.07000971860001065)]","[('High-Pressure Turbine (HPT)', 0.20073192903069262), ('Fan', 0.1389143517737857), ('High-Pressure Compressor (HPC)', 0.12618739452473884), ('Overall Inlet', 0.11035523124706875), ('Fan inlet pressure (psia)', 0.11027968504730379)]"
52,22.85674285888672,29,True,"[('sensor_9', 0.17785597276444032), ('sensor_14', 0.17099599527045975), ('sensor_20', 0.07515489319703471), ('sensor_12', 0.0717602583622144), ('sensor_7', 0.06927048650304415)]","[('Fan', 0.3936838891061407), ('Corrected fan speed (rpm)', 0.17785597276444032), ('Physical fan speed (rpm)', 0.17099599527045975), ('High-Pressure Turbine (HPT)', 0.11818547309152513), ('Combustion Chamber', 0.09645869712228414)]"
53,20.900720596313477,26,True,"[('sensor_14', 0.13630534853360657), ('sensor_9', 0.11439581152872175), ('sensor_12', 0.07309807339039136), ('sensor_7', 0.07228833019572334), ('sensor_17', 0.06667942212931345)]","[('Fan', 0.29536635127806643), ('High-Pressure Turbine (HPT)', 0.1465681288449282), ('Physical fan speed (rpm)', 0.13630534853360657), ('Combustion Chamber', 0.12927476739601124), ('Corrected fan speed (rpm)', 0.11439581152872175)]"
54,119.95769500732422,97,False,"[('sensor_12', 0.11760353923645243), ('sensor_20', 0.10851027006830859), ('sensor_7', 0.0992874965129058), ('sensor_21', 0.08011751645504828), ('sensor_6', 0.07736104324764437)]","[('Fan', 0.1784815038540449), ('Overall Inlet', 0.14997862037482632), ('Fan inlet pressure (psia)', 0.14985354750061017), ('High-Pressure Turbine (HPT)', 0.14625383580014412), ('Unknown', 0.14489077793419378)]"
55,83.87932586669922,137,False,"[('sensor_20', 0.10628582986214317), ('sensor_12', 0.10552645524884242), ('sensor_21', 0.08553470001786014), ('sensor_7', 0.0768814161784384), ('sensor_4', 0.06690425106601279)]","[('High-Pressure Turbine (HPT)', 0.2101653035912871), ('Fan', 0.142251368469618), ('Overall Inlet', 0.12767066556830967), ('Fan inlet pressure (psia)', 0.12758227848651993), ('Overall Engine System', 0.10647214305720695)]"
56,11.078731536865234,15,True,"[('sensor_8', 0.11237348154257058), ('sensor_11', 0.10803652435383976), ('sensor_4', 0.10152256097212202), ('sensor_15', 0.09661379788079529), ('sensor_13', 0.07813755110905415)]","[('High-Pressure Turbine (HPT)', 0.2395912537294909), ('Combustion Chamber', 0.18140517489032693), ('High-Pressure Compressor (HPC)', 0.15246462716578188), ('HPC outlet static pressure (psia)', 0.11237348154257058), ('Fuel flow (pph)', 0.10803652435383976)]"
57,109.856201171875,103,False,"[('sensor_11', 0.09587529503266104), ('sensor_7', 0.08304011888426968), ('sensor_4', 0.08119859366009574), ('sensor_13', 0.07846704076894408), ('sensor_6', 0.07299651627353762)]","[('High-Pressure Turbine (HPT)', 0.2019345294295055), ('Combustion Chamber', 0.14798890541596404), ('Overall Inlet', 0.1393674576811756), ('Fan inlet pressure (psia)', 0.13931362906883962), ('High-Pressure Compressor (HPC)', 0.1303096824532143)]"
58,38.976497650146484,37,False,"[('sensor_4', 0.09021584422441595), ('sensor_11', 0.08782030893476442), ('sensor_13', 0.08123542028096861), ('sensor_8', 0.07965526072262422), ('sensor_12', 0.0758672505521335)]","[('High-Pressure Turbine (HPT)', 0.2156675187606492), ('Combustion Chamber', 0.1450550945030991), ('Overall Inlet', 0.13106622572099688), ('Fan inlet pressure (psia)', 0.13101623222869277), ('Fan', 0.12668075607836932)]"
59,91.64058685302734,114,False,"[('sensor_12', 0.1301848288666771), ('sensor_20', 0.11994199115130572), ('sensor_7', 0.08169982795949439), ('sensor_21', 0.07528638777418875), ('op_setting_1', 0.06551431974454906)]","[('Fan', 0.1502489366247332), ('High-Pressure Turbine (HPT)', 0.14930537249751963), ('Low-Pressure Compressor (LPC)', 0.13032806320803883), ('LPC outlet temperature (corrected)', 0.1301848288666771), ('Overall Inlet', 0.12769099605943882)]"
60,89.68411254882812,100,False,"[('sensor_12', 0.08725058153797528), ('sensor_13', 0.07957685440028633), ('sensor_6', 0.07285404760050147), ('sensor_4', 0.07126558176301906), ('sensor_21', 0.06527931076336183)]","[('High-Pressure Turbine (HPT)', 0.21612174692666722), ('Fan', 0.1448712833357583), ('High-Pressure Compressor (HPC)', 0.1211643405246779), ('Overall Inlet', 0.11935870599713869), ('Fan inlet pressure (psia)', 0.11928482954899533)]"
61,12.009256362915039,21,True,"[('sensor_4', 0.08721694603431882), ('sensor_7', 0.08167581087601293), ('sensor_13', 0.08007711160611432), ('sensor_11', 0.077489635543173), ('sensor_12', 0.07590370726435798)]","[('High-Pressure Turbine (HPT)', 0.21922000086954255), ('Fan', 0.16914052958821865), ('Combustion Chamber', 0.14268402047404954), ('Overall Inlet', 0.11838760954478686), ('Fan inlet pressure (psia)', 0.11834314815841457)]"
